Date,Sales Representative,Product/Service,Region/Location,Customer,Sales Amount (INR),Units Sold,Sales Channel,Discount Offered (INR or %),Profit (INR),Cost of Goods Sold (COGS) (INR),Order Status,Payment Method,Lead Source
2024-09-25,Vikram,Smartwatch,Bangalore,Chakrika Ramesh,10050,1,Online,833.0,4415.84345990399,4801.15654009601,Shipped,Debit Card,Search Engine
2024-09-29,Anjali,Refrigerator,Hyderabad,Gayathri Shetty,61784,2,Online,3411.0,21755.496841049186,36617.503158950814,Completed,Credit Card,Referral
2024-11-09,Ravi,Laptop,Chennai,Gayathri Dugar,60423,2,Retail,7229.680464001295,9905.455941819378,43287.863594179325,Cancelled,UPI,Social Media
2024-02-09,Anjali,Bluetooth Speaker,Kolkata,Lajita Balasubramanian,9205,4,Retail,4932.0,400.8712941565882,3872.1287058434123,Shipped,Net Banking,Direct Visit
2024-12-25,Karan,Smartwatch,Chennai,Ekiya Palan,5254,2,Retail,1678.0,738.9174021409685,2837.0825978590315,Completed,Cash on Delivery (COD),Search Engine
2024-09-24,Rajesh,Camera,Jaipur,Michael Khurana,67006,1,Online,8958.926331416245,21151.387582979085,36895.68608560467,Cancelled,Cash on Delivery (COD),Advertisement
2024-03-29,Sushma,Smartwatch,Pune,Arjun Sama,23039,1,Online,4170.0,7809.884690519761,11059.11530948024,Completed,UPI,Email
2024-05-08,Manoj,Bluetooth Speaker,Ahmedabad,Ekiya Palan,1187,2,Retail,227.6378520968955,446.1449575081873,513.2171903949172,Completed,UPI,Direct Visit
2024-12-28,Karan,Headphones,Kolkata,Ekapad Wason,8806,4,Retail,2793.0,978.5366629196142,5034.463337080386,Returned,Cash on Delivery (COD),Advertisement
2024-07-29,Priya,Headphones,Bangalore,Ubika Khatri,7468,3,Retail,932.247249596533,2668.826599215082,3866.926151188385,Returned,Credit Card,Search Engine
2024-11-23,Rajesh,Tablet,Bangalore,Hema Varughese,20885,1,Retail,4999.0,3073.863279719226,12812.136720280774,Shipped,Debit Card,Advertisement
2024-10-03,Manoj,Air Conditioner,Bangalore,Samuel Bedi,65928,1,Retail,1295.0,29672.79285177958,34960.20714822042,Cancelled,Debit Card,Social Media
2024-03-06,Manoj,Bluetooth Speaker,Jaipur,Mohini Bail,4244,4,Online,229.82898226140748,2340.1678044361006,1674.003213302492,Pending,Credit Card,Email
2024-07-05,Anjali,Air Conditioner,Ahmedabad,Dev Varkey,54115,1,Retail,2888.0,24106.293963312666,27120.706036687334,Cancelled,Cash on Delivery (COD),Social Media
2024-09-11,Rajesh,Tablet,Kolkata,Gayathri Dugar,48785,2,Online,3104.952864133408,15137.023453855669,30543.023682010924,Cancelled,Debit Card,Social Media
2024-06-16,Vikram,Washing Machine,Lucknow,Avi Sen,16561,1,Retail,4614.0,2358.8800632966904,9588.11993670331,Pending,Debit Card,Advertisement
2024-12-10,Amit,Smartphone,Lucknow,Meghana Ravi,30703,1,Online,574.0,12631.528986624417,17497.471013375583,Returned,Credit Card,Referral
2024-06-17,Karan,Camera,Pune,Anita Balasubramanian,98988,1,Online,3336.0,42935.99007228405,52716.00992771595,Returned,Debit Card,Search Engine
2024-11-04,Ravi,Washing Machine,Chennai,Dalbir Karan,52518,2,Online,4296.551626405627,16966.78704393891,31254.66132965546,Returned,Cash on Delivery (COD),Social Media
2024-05-11,Rajesh,Headphones,Kolkata,Chakrika Kadakia,5609,1,Online,3783.0,-524.686074118782,2350.686074118782,Returned,Cash on Delivery (COD),Email
2024-10-30,Priya,Refrigerator,Delhi,Andrew Desai,62224,2,Online,9397.370817467776,19205.169007577395,33621.46017495483,Cancelled,UPI,Search Engine
2024-10-27,Sushma,Bluetooth Speaker,Mumbai,Neelima Sagar,3071,1,Online,249.23510500933233,1475.921257052351,1345.8436379383168,Pending,Cash on Delivery (COD),Direct Visit
2024-08-30,Ravi,Tablet,Ahmedabad,Lajita Balasubramanian,58150,2,Retail,3336.0,20570.580665046728,34243.41933495327,Pending,Net Banking,Search Engine
2024-04-28,Amit,Washing Machine,Chennai,Vedika Chacko,25679,1,Retail,2195.0,8495.737988849063,14988.262011150937,Shipped,Net Banking,Advertisement
2024-01-23,Karan,Refrigerator,Jaipur,Anita Balasubramanian,63870,1,Retail,4694.0,22077.8691019303,37098.1308980697,Cancelled,Credit Card,Email
2024-02-04,Sushma,Smartphone,Hyderabad,Sneha Singhal,15988,2,Online,3338.1754255097444,1806.7314337434177,10843.093140746838,Returned,Net Banking,Search Engine
2024-12-14,Neha,Smartphone,Lucknow,Nidhi Bera,36044,2,Retail,8654.48294328653,4276.39262809528,23113.12442861819,Shipped,Cash on Delivery (COD),Search Engine
2025-01-13,Priya,Smartwatch,Kolkata,Yadavi Bakshi,23235,2,Retail,1134.0,9906.359123516868,12194.640876483132,Pending,Net Banking,Email
2024-01-21,Rajesh,Laptop,Chennai,Orinder Anand,106074,1,Retail,1420.0,36677.95074790793,67976.04925209207,Returned,Cash on Delivery (COD),Direct Visit
2024-04-17,Neha,Laptop,Lucknow,Michael Khurana,115540,2,Online,22964.10550901982,16490.440480882273,76085.4540100979,Completed,Net Banking,Search Engine
2024-12-28,Karan,Refrigerator,Hyderabad,Vedika Chacko,52236,1,Online,5135.01550659232,19921.88642229938,27179.0980711083,Returned,Debit Card,Search Engine
2024-12-09,Priya,Smartphone,Mumbai,Jack Sura,52097,3,Online,6991.7099092289345,12646.744437022888,32458.545653748177,Returned,UPI,Social Media
2024-08-04,Manoj,Smartwatch,Mumbai,Brijesh Bandi,24857,1,Retail,4018.686007725634,9452.320985395312,11385.993006879053,Completed,Net Banking,Referral
2024-05-14,Priya,Camera,Lucknow,Anita Balasubramanian,75952,2,Retail,3949.0,21205.558984172734,50797.441015827266,Cancelled,Credit Card,Advertisement
2024-08-14,Amit,Tablet,Hyderabad,Andrew Desai,7651,1,Online,4932.0,-1765.508273914802,4484.508273914802,Pending,Debit Card,Referral
2024-12-03,Priya,Washing Machine,Mumbai,Vedant Saran,56841,2,Retail,4654.0,19382.614734202696,32804.385265797304,Shipped,Cash on Delivery (COD),Direct Visit
2024-04-29,Ravi,Smartwatch,Ahmedabad,Jackson Sura,4453,2,Online,286.0678098362348,1905.797321240347,2261.1348689234183,Completed,Net Banking,Email
2024-12-17,Ravi,Headphones,Chennai,Chakrika Kadakia,6895,4,Online,963.2118801611389,3076.9087998453324,2854.879319993529,Returned,Net Banking,Direct Visit
2024-03-03,Neha,Camera,Ahmedabad,Samesh Bawa,24646,1,Retail,3695.7920400344688,5855.356461057798,15094.851498907734,Shipped,Debit Card,Email
2024-11-15,Sushma,Camera,Ahmedabad,Jackson Sura,63711,1,Online,3643.0,22798.517641840408,37269.48235815959,Completed,Net Banking,Email
2024-12-20,Ravi,Air Conditioner,Lucknow,Sneha Singhal,58762,2,Retail,9045.571160496094,14671.926170025954,35044.50266947795,Returned,UPI,Search Engine
2024-12-20,Rajesh,Air Conditioner,Jaipur,Michael Khurana,42770,1,Retail,5585.501837636603,12352.06832822325,24832.429834140148,Returned,UPI,Social Media
2024-01-21,Ravi,Smartwatch,Bangalore,Zansi Shankar,5631,2,Retail,312.2594381898421,2727.143282732794,2591.597279077364,Cancelled,Net Banking,Social Media
2024-01-26,Sushma,Tablet,Delhi,Chakrika Ramesh,48515,2,Retail,1336.0,19503.780745257784,27675.219254742216,Shipped,Debit Card,Email
2024-06-12,Manoj,Camera,Mumbai,Chandresh Wason,64679,1,Online,5447.721334873783,19044.967916782178,40186.31074834404,Cancelled,Credit Card,Social Media
2024-06-10,Vikram,Smartphone,Pune,Tripti Dua,67728,4,Online,13456.56145083106,8965.089703901782,45306.34884526716,Returned,UPI,Direct Visit
2024-03-25,Vikram,Headphones,Hyderabad,Anmol Rai,3126,1,Retail,157.52547281916574,1113.3632086179734,1855.1113185628608,Returned,Debit Card,Direct Visit
2024-06-15,Anjali,Smartphone,Kolkata,Harrison Shere,55524,5,Retail,9316.604790329146,13485.217649123048,32722.177560547807,Shipped,Debit Card,Direct Visit
2024-05-01,Karan,Washing Machine,Mumbai,Vamakshi Ratta,56983,2,Online,12088.862265602613,14641.16982433026,30252.967910067127,Cancelled,Cash on Delivery (COD),Direct Visit
2024-04-24,Vikram,Refrigerator,Bangalore,Chaman Atwal,21454,2,Online,2658.0,4904.994488856273,13891.005511143727,Completed,UPI,Direct Visit
2024-08-21,Manoj,Tablet,Jaipur,Garima Dhillon,50619,1,Retail,1191.0,18852.51859442159,30575.48140557841,Cancelled,Debit Card,Direct Visit
2024-06-12,Priya,Washing Machine,Jaipur,Netra Kashyap,38154,2,Online,4613.0,12315.319982436908,21225.680017563092,Cancelled,Cash on Delivery (COD),Social Media
2024-05-14,Amit,Air Conditioner,Bangalore,Dev Varkey,62145,2,Online,3412.084485000508,27567.269267963267,31165.646247036224,Returned,Debit Card,Email
2024-01-20,Rajesh,Headphones,Jaipur,Zaid Tak,7166,4,Retail,546.79089504504,2843.7009654359904,3775.5081395189695,Completed,Debit Card,Advertisement
2024-08-22,Vikram,Smartphone,Pune,Zansi Shankar,30546,2,Retail,2776.541910172575,9722.918637180308,18046.539452647117,Shipped,UPI,Social Media
2024-07-29,Karan,Smartwatch,Chennai,Alka Gupta,4651,1,Retail,3794.0,-1649.849018100796,2506.849018100796,Pending,Credit Card,Email
2024-04-27,Manoj,Headphones,Pune,Bhanumati Arya,6528,3,Online,2020.0,1579.1587961843102,2928.84120381569,Cancelled,Cash on Delivery (COD),Referral
2024-04-21,Priya,Bluetooth Speaker,Ahmedabad,Anmol Rai,7907,5,Online,1869.635842152574,2701.060141613091,3336.3040162343345,Cancelled,Debit Card,Search Engine
2024-04-10,Manoj,Tablet,Kolkata,Chakrika Kadakia,47814,1,Retail,8011.553813202669,13107.011662653409,26695.434524143922,Cancelled,Cash on Delivery (COD),Social Media
2024-11-05,Priya,Smartwatch,Jaipur,Netra Kashyap,16237,2,Online,2182.0,5468.1113478202315,8586.888652179769,Shipped,Credit Card,Advertisement
2024-08-01,Amit,Air Conditioner,Chennai,Nidra Varughese,69828,2,Online,944.0,27630.782240950437,41253.21775904956,Pending,Net Banking,Referral
2024-07-10,Sushma,Headphones,Hyderabad,Gaurika Vohra,5110,5,Online,3621.0,-1316.710824349454,2805.710824349454,Cancelled,Debit Card,Search Engine
2024-10-08,Neha,Smartphone,Jaipur,Kalpit Sarkar,36600,3,Retail,2383.1392934910155,11462.423049528235,22754.43765698075,Pending,Cash on Delivery (COD),Email
2024-05-04,Ravi,Headphones,Kolkata,Chanakya Mannan,6388,2,Online,711.5348569535106,2009.1624140772913,3667.302728969198,Shipped,Net Banking,Social Media
2024-03-31,Rajesh,Smartphone,Pune,Ubika Kari,25226,5,Retail,4299.0,5677.244356502963,15249.755643497037,Completed,UPI,Social Media
2024-12-03,Rajesh,Smartwatch,Ahmedabad,Brijesh Bandi,21938,1,Online,5233.658066020784,4457.798226038058,12246.543707941159,Shipped,Cash on Delivery (COD),Search Engine
2024-12-30,Manoj,Bluetooth Speaker,Jaipur,Bina Kant,2402,2,Retail,624.0,463.3913062435795,1314.6086937564205,Completed,Credit Card,Search Engine
2025-01-15,Neha,Bluetooth Speaker,Jaipur,Bakhshi Subramanian,500,3,Online,100.28241606247332,177.3259821524382,222.39160178508848,Cancelled,Credit Card,Search Engine
2024-04-05,Amit,Headphones,Delhi,Triya Mohanty,6811,1,Retail,2205.0,1487.685395827813,3118.314604172187,Pending,Debit Card,Referral
2024-05-31,Sushma,Air Conditioner,Jaipur,Netra Kashyap,68247,2,Retail,4726.0,20867.13880456677,42653.86119543323,Cancelled,Cash on Delivery (COD),Advertisement
2024-11-16,Rajesh,Bluetooth Speaker,Bangalore,Vanya Jaggi,5526,1,Retail,1324.7159988660894,1636.226595802735,2565.0574053311757,Cancelled,Cash on Delivery (COD),Email
2024-06-26,Rajesh,Washing Machine,Mumbai,Tejas Sachdeva,36987,2,Retail,2173.0,12945.221369736173,21868.778630263827,Pending,Cash on Delivery (COD),Search Engine
2024-09-18,Priya,Refrigerator,Pune,Onkar Sodhi,39300,1,Retail,3810.0,11468.973450578265,24021.026549421735,Cancelled,UPI,Social Media
2024-11-12,Ravi,Tablet,Lucknow,Zaid Tak,40230,1,Retail,9340.59129086489,5708.162560918758,25181.246148216353,Completed,Debit Card,Referral
2024-11-13,Anjali,Washing Machine,Kolkata,Tripti Dua,44054,2,Online,10492.183371335093,11346.215779266324,22215.600849398583,Cancelled,Cash on Delivery (COD),Search Engine
2024-02-19,Manoj,Tablet,Lucknow,Jairaj Sankaran,57584,2,Retail,7814.125895602938,13509.69335475376,36260.1807496433,Shipped,Debit Card,Advertisement
2024-06-22,Rajesh,Air Conditioner,Pune,Chakrika Ramesh,64515,2,Online,4176.416535887481,22681.100588156616,37657.4828759559,Shipped,Credit Card,Search Engine
2024-04-16,Neha,Camera,Jaipur,Vedant Saran,87437,2,Retail,17696.40691526404,16730.365578133908,53010.22750660205,Returned,Credit Card,Direct Visit
2024-08-19,Rajesh,Refrigerator,Hyderabad,Ekiya Palan,23128,1,Online,4075.0,5821.196609963408,13231.803390036592,Completed,Credit Card,Search Engine
2024-05-26,Vikram,Washing Machine,Lucknow,Yoshita Misra,42449,1,Online,4523.0,16548.058749710064,21377.941250289936,Pending,UPI,Search Engine
2025-01-17,Neha,Laptop,Pune,Nidhi Bera,112300,2,Online,23867.669764204016,13921.632133088024,74510.69810270796,Cancelled,Debit Card,Search Engine
2024-12-11,Anjali,Tablet,Ahmedabad,Zansi Shankar,23127,2,Online,4699.0,3920.0346826668083,14507.965317333192,Completed,Net Banking,Email
2024-01-21,Neha,Smartphone,Delhi,Jairaj Sankaran,52769,3,Online,1530.0,16479.78541340342,34759.21458659658,Returned,Cash on Delivery (COD),Direct Visit
2024-12-22,Vikram,Laptop,Delhi,Triya Mohanty,143262,1,Retail,2704.0,54190.892221373535,86367.10777862647,Returned,Debit Card,Social Media
2024-02-21,Sushma,Washing Machine,Ahmedabad,Girik Kamdar,45621,1,Retail,7235.556052065301,11601.704349926847,26783.73959800785,Pending,Debit Card,Search Engine
2024-07-13,Karan,Smartwatch,Hyderabad,Ubika Khatri,6805,2,Online,2222.0,1001.2123309148756,3581.7876690851244,Completed,UPI,Referral
2024-07-17,Ravi,Laptop,Hyderabad,Pavani Nair,80851,1,Retail,13984.03950426346,6829.543220405827,60037.417275330714,Pending,Net Banking,Advertisement
2024-07-18,Manoj,Laptop,Delhi,Chakrika Ramesh,125239,1,Retail,4677.0,45019.03187474958,75542.96812525042,Shipped,UPI,Referral
2024-09-15,Sushma,Smartphone,Pune,Vedhika Ram,45891,1,Retail,3871.0,12603.864620763812,29416.135379236188,Cancelled,Net Banking,Email
2024-09-14,Rajesh,Smartwatch,Hyderabad,Hema Varughese,10004,1,Online,4953.0,-795.7864142555272,5846.786414255527,Shipped,Credit Card,Direct Visit
2024-02-09,Karan,Air Conditioner,Bangalore,Andrew Desai,51626,2,Retail,4853.0,19472.672271426505,27300.327728573495,Cancelled,Credit Card,Advertisement
2024-09-21,Ravi,Bluetooth Speaker,Hyderabad,Orinder Anand,8652,4,Retail,2862.0,2712.157386312633,3077.842613687367,Pending,Debit Card,Email
2024-05-29,Rajesh,Refrigerator,Chennai,Advika Vyas,21292,2,Online,3409.3808909710892,6460.599761602183,11422.019347426727,Completed,Debit Card,Direct Visit
2024-06-02,Manoj,Air Conditioner,Kolkata,Harshil Raju,58597,2,Online,13971.961594531864,10019.026764207689,34606.01164126045,Cancelled,Credit Card,Direct Visit
2024-09-03,Ravi,Laptop,Jaipur,Netra Kashyap,53111,1,Online,639.0,12927.209858339622,39544.79014166038,Cancelled,Net Banking,Direct Visit
2024-10-18,Karan,Air Conditioner,Kolkata,Jackson Sura,32353,1,Online,2397.0,9175.283145528847,20780.716854471153,Cancelled,Credit Card,Referral
2024-06-06,Manoj,Laptop,Lucknow,Vanya Jaggi,65601,2,Online,3852.0,20316.9176726015,41432.0823273985,Pending,UPI,Social Media
2024-01-27,Sushma,Refrigerator,Jaipur,Charvi Dasgupta,57963,2,Retail,494.0,28281.306720275257,29187.693279724743,Returned,UPI,Advertisement
2024-09-20,Ravi,Smartphone,Lucknow,Nikita Bera,63361,2,Online,3669.033617204263,19471.315277455713,40220.651105340025,Shipped,Credit Card,Search Engine
2024-06-01,Priya,Bluetooth Speaker,Hyderabad,Bina Kant,5719,1,Online,4139.0,-848.405272579545,2428.405272579545,Shipped,Debit Card,Social Media
2024-12-27,Vikram,Laptop,Jaipur,Ikshita Narayanan,96177,2,Retail,1472.0,23929.706035935276,70775.29396406472,Cancelled,UPI,Advertisement
2024-05-10,Priya,Refrigerator,Ahmedabad,Zansi Shankar,57291,2,Retail,4383.0,24157.683204599834,28750.316795400166,Shipped,Debit Card,Referral
2024-07-07,Vikram,Tablet,Jaipur,Vedika Chacko,46586,1,Retail,8178.037846485665,13850.161737942588,24557.800415571746,Pending,Net Banking,Direct Visit
2024-11-10,Rajesh,Camera,Jaipur,Ekavir Warrior,71533,2,Online,12634.111098561576,16117.634904222343,42781.25399721608,Completed,Net Banking,Advertisement
2024-09-09,Manoj,Laptop,Jaipur,Falan Mital,82442,2,Retail,6402.720702811112,17304.311371040665,58734.96792614822,Completed,Cash on Delivery (COD),Advertisement
2024-12-19,Neha,Smartphone,Chennai,Nikita Bera,59035,1,Retail,3798.2181597843673,20606.439184138617,34630.34265607702,Returned,Debit Card,Social Media
2024-04-29,Anjali,Headphones,Jaipur,Gaurika Vohra,2358,4,Retail,511.093498127242,504.760169524218,1342.14633234854,Completed,Cash on Delivery (COD),Search Engine
2024-11-18,Priya,Smartphone,Delhi,Sneha Singhal,26636,1,Retail,4673.540322100727,5606.451205286841,16356.008472612431,Cancelled,Cash on Delivery (COD),Referral
2024-05-21,Karan,Headphones,Delhi,Vedhika Ram,5394,3,Online,478.10217476099285,2734.366954905872,2181.530870333135,Returned,Debit Card,Social Media
2024-09-14,Rajesh,Laptop,Chennai,Ekiya Palan,68690,1,Online,15951.604246022524,9785.823941756773,42952.5718122207,Cancelled,Credit Card,Advertisement
2024-08-07,Ravi,Laptop,Hyderabad,Zansi Shankar,74972,2,Online,3504.0,16369.99613228374,55098.00386771626,Returned,Cash on Delivery (COD),Advertisement
2024-12-22,Manoj,Camera,Jaipur,Suhani Patil,34753,1,Online,735.0,13709.041612211437,20308.958387788563,Shipped,Cash on Delivery (COD),Advertisement
2024-12-14,Neha,Washing Machine,Pune,Samuel Bedi,58098,2,Retail,4483.0,24563.31231442233,29051.68768557767,Cancelled,Debit Card,Email
2024-07-26,Priya,Washing Machine,Lucknow,Tripti Dua,25703,1,Retail,3862.5181241316986,9510.831175248723,12329.650700619579,Cancelled,UPI,Referral
2024-04-19,Vikram,Tablet,Kolkata,Farhan Wali,57242,1,Online,6551.106308540515,13979.156121985416,36711.73756947407,Cancelled,Debit Card,Search Engine
2025-01-10,Sushma,Air Conditioner,Kolkata,Tejas Sachdeva,57767,1,Retail,594.0,20740.856143158577,36432.14385684142,Returned,Credit Card,Email
2024-03-20,Sushma,Smartphone,Pune,Chandresh Wason,38944,4,Retail,4726.0,11558.489819417442,22659.510180582558,Returned,Debit Card,Social Media
2024-11-19,Manoj,Refrigerator,Lucknow,Jalsa Kunda,74549,2,Retail,14201.68178742443,20911.65651824211,39435.66169433346,Returned,Cash on Delivery (COD),Social Media
2024-07-24,Vikram,Headphones,Hyderabad,Bina Kant,4767,5,Online,2603.0,-24.107782527036306,2188.1077825270363,Cancelled,Net Banking,Social Media
2025-01-04,Manoj,Laptop,Bangalore,Chaitanya Sachar,112888,1,Retail,23948.402309241228,15443.138672368263,73496.45901839051,Shipped,UPI,Email
2025-01-12,Sushma,Laptop,Mumbai,Yoshita Misra,93699,1,Online,16538.56328612951,12428.516913543463,64731.91980032703,Completed,UPI,Direct Visit
2024-12-17,Ravi,Air Conditioner,Mumbai,Chandresh Wason,50372,2,Online,2322.0,20932.125594768928,27117.874405231072,Shipped,Net Banking,Email
2024-01-20,Ravi,Bluetooth Speaker,Kolkata,Zansi Shankar,2499,3,Online,135.26200851265142,1314.2180852081913,1049.5199062791573,Returned,Debit Card,Direct Visit
2024-09-11,Ravi,Smartphone,Ahmedabad,Jairaj Sankaran,61818,4,Online,4294.0,16533.45703138585,40990.54296861415,Cancelled,UPI,Direct Visit
2024-04-09,Ravi,Bluetooth Speaker,Chennai,Pavani Nair,7426,2,Retail,3091.0,717.3612170564666,3617.6387829435334,Cancelled,Credit Card,Email
2025-01-01,Sushma,Smartwatch,Kolkata,Chakrika Kadakia,10120,1,Retail,2088.577795176791,3244.742068965597,4786.680135857612,Completed,Cash on Delivery (COD),Referral
2024-04-25,Manoj,Refrigerator,Pune,Vedhika Ram,47915,1,Retail,6720.534783754648,14855.416009874254,26339.0492063711,Completed,Cash on Delivery (COD),Social Media
2024-12-28,Vikram,Laptop,Ahmedabad,Bakhshi Subramanian,142961,2,Retail,736.0,46396.20346773078,95828.79653226922,Shipped,Credit Card,Advertisement
2024-12-27,Sushma,Bluetooth Speaker,Pune,Yash Babu,8262,5,Retail,1804.6894589086426,2917.7750112575404,3539.5355298338172,Cancelled,Credit Card,Email
2024-11-12,Ravi,Washing Machine,Delhi,Ubika Khatri,27854,1,Online,4651.0,10501.584624073894,12701.415375926106,Shipped,Debit Card,Search Engine
2024-09-22,Ravi,Washing Machine,Bangalore,Wridesh Dora,21150,2,Retail,2558.2376483588773,7743.124226587535,10848.638125053587,Cancelled,Net Banking,Search Engine
2024-07-01,Neha,Smartphone,Hyderabad,Yash Babu,64090,2,Online,10607.06691639945,13063.452633547477,40419.48045005307,Completed,Debit Card,Direct Visit
2024-12-11,Rajesh,Headphones,Bangalore,Saumya Ratti,2440,5,Retail,551.7859815922761,524.0294086907638,1364.18460971696,Shipped,UPI,Referral
2024-01-27,Ravi,Laptop,Mumbai,Mohini Bail,138226,1,Online,4584.0,41091.9653809773,92550.0346190227,Pending,Debit Card,Social Media
2024-04-23,Amit,Smartwatch,Chennai,Gaurika Vohra,13637,2,Online,3278.0,2844.148794409445,7514.851205590555,Returned,Cash on Delivery (COD),Advertisement
2024-04-01,Anjali,Refrigerator,Bangalore,Sanaya Purohit,37876,1,Online,8013.24796608962,10093.503659148071,19769.24837476231,Completed,UPI,Social Media
2024-11-18,Priya,Washing Machine,Bangalore,Hema Varughese,58357,2,Retail,9240.25620784151,15963.493353164686,33153.250438993804,Completed,Credit Card,Search Engine
2024-11-22,Manoj,Camera,Jaipur,Ryan Konda,43756,1,Online,3942.0,15864.788721536966,23949.211278463034,Cancelled,Cash on Delivery (COD),Advertisement
2024-03-11,Amit,Headphones,Hyderabad,Jairaj Nagy,2465,1,Online,452.17179010843086,1012.230891052824,1000.5973188387453,Shipped,Net Banking,Referral
2024-01-20,Neha,Laptop,Bangalore,Anita Bhalla,134686,2,Online,4669.0,39224.100289948445,90792.89971005156,Completed,Debit Card,Search Engine
2024-09-06,Vikram,Tablet,Bangalore,Nikita Bera,32532,1,Online,6186.212077592484,6810.118421714903,19535.669500692613,Completed,Cash on Delivery (COD),Direct Visit
2024-10-22,Ravi,Smartphone,Pune,Krish Lala,18406,1,Retail,4568.0,2700.1506578837398,11137.84934211626,Completed,Debit Card,Social Media
2024-11-12,Manoj,Air Conditioner,Lucknow,Wridesh Dora,32495,1,Retail,3690.0,11967.223881400812,16837.776118599188,Shipped,UPI,Advertisement
2024-12-10,Amit,Air Conditioner,Jaipur,Manan Gopal,62285,2,Retail,1185.0,27997.912580863274,33102.087419136726,Returned,Debit Card,Advertisement
2024-01-22,Neha,Laptop,Jaipur,Fitan Hans,136600,1,Retail,14580.930629958923,39390.910634476386,82628.15873556469,Pending,UPI,Social Media
2024-10-04,Ravi,Laptop,Delhi,Vedant Saran,87163,2,Online,3535.0,18769.976857039233,64858.02314296077,Completed,UPI,Advertisement
2024-05-29,Vikram,Air Conditioner,Mumbai,Dalbir Karan,31996,2,Retail,5258.703753092002,10460.652982082202,16276.643264825796,Completed,Net Banking,Direct Visit
2024-11-25,Priya,Bluetooth Speaker,Pune,Ubika Kari,2830,3,Retail,279.5395378974152,1385.0532127405077,1165.4072493620772,Cancelled,UPI,Email
2024-11-25,Sushma,Washing Machine,Lucknow,Hema Varughese,20107,2,Online,4996.818337759702,4665.834468533028,10444.34719370727,Pending,Cash on Delivery (COD),Email
2024-02-16,Karan,Smartwatch,Delhi,Kavya Bhat,17414,1,Online,1350.3994430059768,7636.127557025279,8427.472999968744,Completed,Cash on Delivery (COD),Advertisement
2024-06-24,Manoj,Laptop,Lucknow,Dev Varkey,97920,1,Retail,4674.0,25100.781799114528,68145.21820088547,Cancelled,Credit Card,Referral
2024-12-14,Ravi,Laptop,Mumbai,Kalpit Sarkar,132492,2,Retail,4031.0,43180.56202242337,85280.43797757663,Shipped,Debit Card,Search Engine
2024-11-30,Sushma,Washing Machine,Lucknow,Vedant Saran,31951,2,Retail,4141.8319123440815,13240.893044475175,14568.275043180745,Completed,Debit Card,Search Engine
2024-08-15,Ravi,Air Conditioner,Jaipur,Gayathri Shetty,54761,2,Online,12275.662832488455,10638.59875519247,31846.738412319075,Cancelled,Credit Card,Advertisement
2024-11-08,Ravi,Air Conditioner,Kolkata,Meghana Ravi,41981,2,Online,4227.0,15684.976295868422,22069.023704131578,Completed,Debit Card,Advertisement
2024-07-12,Ravi,Tablet,Kolkata,Jack Sura,57262,1,Online,9157.452731174879,16503.410463101114,31601.136805724007,Shipped,Cash on Delivery (COD),Social Media
2024-07-01,Karan,Washing Machine,Hyderabad,Arjun Sama,16864,1,Retail,4889.0,3425.5105386781725,8549.489461321828,Returned,Debit Card,Referral
2024-12-24,Anjali,Laptop,Ahmedabad,Udant Saha,68635,1,Online,1413.0,19264.22959644493,47957.77040355507,Completed,Debit Card,Search Engine
2024-07-01,Karan,Bluetooth Speaker,Ahmedabad,Wridesh Dora,5758,1,Retail,1276.161164089783,2199.7329097544807,2282.1059261557366,Pending,UPI,Referral
2024-03-07,Sushma,Tablet,Ahmedabad,Charvi Dasgupta,46826,2,Online,1566.0,14931.47698152922,30328.52301847078,Pending,Credit Card,Social Media
2024-12-10,Karan,Laptop,Lucknow,Anita Balasubramanian,93030,1,Online,810.0,27237.464886874368,64982.53511312563,Shipped,UPI,Direct Visit
2024-07-23,Anjali,Refrigerator,Jaipur,Avi Sen,65954,2,Online,3594.9910617070104,29211.864122957853,33147.14481533514,Pending,Cash on Delivery (COD),Direct Visit
2024-06-09,Sushma,Refrigerator,Jaipur,Vanya Jaggi,38339,2,Retail,9476.27737484361,4488.698647230822,24374.023977925568,Returned,Cash on Delivery (COD),Direct Visit
2024-10-05,Vikram,Camera,Bangalore,Brijesh Bandi,71947,1,Online,12273.768392790613,22217.543635521397,37455.68797168799,Returned,Net Banking,Search Engine
2024-11-18,Neha,Bluetooth Speaker,Chennai,Ayush Sen,3734,2,Online,877.0,1416.1582451742474,1440.8417548257526,Shipped,Cash on Delivery (COD),Referral
2024-06-14,Vikram,Smartwatch,Bangalore,Bakhshi Subramanian,15908,1,Retail,2131.0632726776607,5646.7679087654,8130.16881855694,Pending,Credit Card,Social Media
2024-12-20,Amit,Laptop,Ahmedabad,Anmol Rai,67730,2,Online,4110.0,22721.86951390247,40898.13048609753,Pending,UPI,Direct Visit
2024-02-06,Karan,Smartwatch,Chennai,Anita Balasubramanian,12675,2,Online,1490.980575733551,5362.347005021587,5821.672419244862,Shipped,Net Banking,Search Engine
2024-02-09,Anjali,Bluetooth Speaker,Jaipur,Jack Sura,2482,1,Retail,483.6443563494069,747.8086778597267,1250.5469657908664,Completed,Cash on Delivery (COD),Direct Visit
2025-01-05,Anjali,Tablet,Bangalore,Bhavna Nath,41458,1,Online,1867.0,12897.44978754326,26693.55021245674,Pending,Credit Card,Direct Visit
